GUID	Date (GMT)	URL	Contents	Author	Name	Country	State/Region	City/Urban Area	Category	Emotion	Source	Gender	Posts	Followers	Following	Influence Score	Post Title	Post Type	Image URL	Brand
1120790693172121603		http://twitter.com/10DollarSTARTUP/status/1120790693172121603	RT @MikeSchiemer The Risks Of Using Cheap Essay Writing Services https://t.co/CDm0flvOCo / #Essay #Essays #Writing #CollegeAdmission #CollegeAdmissionsScandal https://t.co/BFSkjJZ8Fn	@10DollarSTARTUP	The $10 Digital Media Startup E-Book				Neutral	Joy	Twitter						RT @MikeSchiemer The Risks Of Using Cheap Essay Writing Services https://t.co/CDm0flvOCo  /  #Essay #Essays #Writing #CollegeAdmission #CollegeAdmissionsScandal https://t.co/BFSkjJZ8Fn	Retweet		
1120770086338306048		http://twitter.com/AdmissionsRoute/status/1120770086338306048	@AdmissionsRoute college admissions can be competitive and stressful but it should not be unethical, unfair and only for the rich #collegeadmissionsscandal	@AdmissionsRoute	Admissions Route	United States of America			Neutral	Anger	Twitter						@AdmissionsRoute college admissions can be competitive and stressful but it should not be unethical, unfair and only for the rich  #collegeadmissionsscandal	Reply		
1120495974860951552		http://twitter.com/veritasyverdad/status/1120495974860951552	Harvard, Harvard, Harvard??? Emerson?.. Why do we have to listen to a bunch of spoiled private school non merit admitted, underqualified, lying and bribing students? #sanderstownhall @cnn #collegeadmissionsscandal	@veritasyverdad	veritasyverdad	United States of America	California		Negative	Anger	Twitter						Harvard, Harvard, Harvard??? Emerson?.. Why do we have to listen to a bunch of spoiled private school non merit admitted,  underqualified, lying and bribing students? #sanderstownhall @cnn #collegeadmissionsscandal	Tweet		
1120698783568998406		http://twitter.com/poeboston/status/1120698783568998406	RT @DMAnews1 #BREAKING: Two defendants in #CollegeAdmissionsScandal to plead guilty https://t.co/HKhg2Yw6k1	@poeboston	Dan Currie	United States of America	Massachusetts	Boston	Neutral	Neutral	Twitter	M					RT @DMAnews1 #BREAKING: Two defendants in #CollegeAdmissionsScandal to plead guilty https://t.co/HKhg2Yw6k1	Retweet		
1120679512906223617		http://twitter.com/WGTherapy/status/1120679512906223617	The past months in Hollywood have been CRAZY! Today we discuss the #WGA & #ATA, the #collegeadmissionsscandal, dumping on #Netflix, and #Disney’s #Fox takeover. https://t.co/L0Sd4L8gqG #oscars #writersguild #packagingfees #collegecheatingscandal https://t.co/bORdgVqd9h	@WGTherapy	WGTherapy	United States of America	California	Los Angeles	Neutral	Neutral	Twitter						"The past months in Hollywood have been CRAZY! Today we discuss the #WGA & #ATA, the #collegeadmissionsscandal, dumping on #Netflix, and #Disney’s #Fox takeover. 
https://t.co/L0Sd4L8gqG
#oscars #writersguild #packagingfees #collegecheatingscandal https://t.co/bORdgVqd9h"	Tweet		
1120708285060009984		http://twitter.com/DoughertyJC/status/1120708285060009984	"In regards to Loughlin, she and 16 other defendants have filed a motion saying they have not yet received any discovery in this case and have been told by the government that ""it is extremely voluminous."" #collegeadmissionsscandal #7News"	@DoughertyJC	Justin Dougherty	United States of America	Massachusetts	Boston	Neutral	Unclassified	Twitter	M					"In regards to Loughlin, she and 16 other defendants have filed a motion saying they have not yet received any discovery in this case and have been told by the government that ""it is extremely voluminous."" #collegeadmissionsscandal #7News"	Reply		
1120809573684850689		http://twitter.com/AlisonCraft10/status/1120809573684850689	the new cams girls action.. visit https://t.co/yzFxiD1yKC v v #UnitedStates #Canada #Australia #germanywithluv #Belgium #UnitedKingdom #frances #BongaCams #webcamtoy #webcamcolombia #collegeadmissionsscandal #CollegeCheatingScandal https://t.co/558pffCsCH	@AlisonCraft10	Alison Craft	Canada	Ontario		Neutral	Neutral	Twitter	F					"the new cams girls action..
visit https://t.co/yzFxiD1yKC

v
v
#UnitedStates 
#Canada 
#Australia 
#germanywithluv 
#Belgium 
#UnitedKingdom 
#frances 
#BongaCams 
#webcamtoy 
#webcamcolombia 
#collegeadmissionsscandal 
#CollegeCheatingScandal https://t.co/558pffCsCH"	Tweet		
1120782451394195456		http://twitter.com/GuestBloggerSEO/status/1120782451394195456	The Risks Of Using Cheap Essay Writing Services https://t.co/oRbaCZs9BZ / #Essay #Essays #Writing #CollegeAdmission #CollegeAdmissionsScandal https://t.co/smnzi6YRkU	@GuestBloggerSEO	Guest Blogging Opportunities				Neutral	Joy	Twitter						The Risks Of Using Cheap Essay Writing Services https://t.co/oRbaCZs9BZ  /  #Essay #Essays #Writing #CollegeAdmission #CollegeAdmissionsScandal https://t.co/smnzi6YRkU	Tweet		
1120567877357019136		http://twitter.com/AlantheCampbell/status/1120567877357019136	RT @ABC7Veronica “If I get into UCLA, will you buy me a Range Rover?” - A prospective student walking around USC talking to her dad. Just heard that while sitting at USC, waiting for a rally on the #CollegeAdmissionsScandal. Lol. @realoverheardla	@AlantheCampbell	Alan Campbell	New Zealand			Neutral	Neutral	Twitter	M					"RT @ABC7Veronica “If I get into UCLA, will you buy me a Range Rover?” - A prospective student walking around USC talking to her dad. 

Just heard that while sitting at USC, waiting for a rally on the #CollegeAdmissionsScandal. Lol. @realoverheardla"	Retweet		
1120488896964517888		http://twitter.com/fullerhousewiki/status/1120488896964517888	RT @straightmovies People magazine reports that Lori Loughlin is considering guilty plea to spare children from charges or testifying https://t.co/PTskxpWNAv #LoriLoughlin #FullHouse #FullerHouse #WhenCallstheHeart #CollegeAdmissionsScandal #prosecution https://t.co/A81jcWpNjQ	@fullerhousewiki	Fuller House Wiki	United States of America	California	San Francisco	Neutral	Neutral	Twitter						RT @straightmovies People magazine reports that Lori Loughlin is considering guilty plea to spare children from charges or testifying https://t.co/PTskxpWNAv #LoriLoughlin #FullHouse #FullerHouse #WhenCallstheHeart #CollegeAdmissionsScandal #prosecution https://t.co/A81jcWpNjQ	Retweet		
